context,Agama,Aparatur Negara,Tata Ruang,Bidang Lain,Transmigrasi,ESDM,Hukum dan HAM,Kelautan,Kemendagri,Kesehatan,Ketenagakerjaan,Keuangan,Komunikasi,Koperasi dan UKM,Legislatif,Lingkungan Hidup,Pariwisata,Pekerjaan Umum,Pemerintah,Pemuda dan Olahraga,Pendidikan,Perdagangan,Perhubungan,Pertahanan,Pertanian,Teknologi,Sosial
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian negara pembangunan daerah tertinggal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sintang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan non pemerintah - swasta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pertamina,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten minahasa tenggara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten penajam pasir utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian resor pekalongan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi gorontalo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten mojokerto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten sintang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pemerasan pemerintah kabupaten lampung tengah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
gratifikasi pt. pelindo iii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten aceh timur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi sumatera utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi pemerintah kota bekasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi perusahaan jawatan televisi republik indonesia (tvri),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten toba samosir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian energi dan sumber daya mineral,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten alor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi kejaksaan negeri sumenep,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten selayar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten tanggamus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bandung barat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi papua,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten buton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan pemerintah provinsi jawa timur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bantul,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi komisi pemberantasan korupsi (kpk),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten indramayu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten nunukan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bengkalis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan pt. pertamina,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sarmi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pandeglang,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten boyolali,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perkebunan nusantara iv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gratifikasi pemerintah provinsi sulawesi utara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gratifikasi pemerintah kabupaten tapanuli tengah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi dewan perwakilan rakyat daerah kabupaten lamongan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. kereta api indonesia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten malang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pekerjaan umum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banjar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pertahanan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sukoharjo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten karanganyar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten sukoharjo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi kalimantan timur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten langkat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banyuwangi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara komisi pemilihan umum (kpu),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara sekretariat jenderal dpr-ri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten tapanuli tengah,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kejaksaan negeri jantho,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten ogan komering ulu selatan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota sukabumi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gratifikasi kantor menteri negara kebudayaan dan pariwisata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten banyuasin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bekasi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pertamina,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian pendidikan nasional,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
penyuapan pengadilan negeri majalengka,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian hukum dan hak asasi manusia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bojonegoro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bojonegoro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bojonegoro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kaimana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota pare-pare,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banjar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota jayapura,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten lampung utara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten madiun,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten karanganyar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten musi banyuasin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perkebunan nusantara iv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah provinsi jawa barat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan pengadilan tinggi dki jakarta,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perkebunan nusantara xi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan gas negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan gas negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten minahasa selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bekasi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian keuangan,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gratifikasi pemerintah kabupaten mojokerto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gratifikasi pemerintah kabupaten mojokerto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten kampar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara badan penyehatan perbankan nasional (bppn),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten majalengka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pandeglang,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten pelalawan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten buton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan pt. perusahaan listrik negara,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten karawang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
penyuapan pemerintah kabupaten bangkalan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten ogan komering ilir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten probolinggo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten minahasa selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten toba samosir,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten selayar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi sulawesi selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten buru selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan pengadilan negeri surabaya,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten flores timur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gratifikasi pemerintah provinsi kalimantan barat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten murung raya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pelindo iii,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pelindo ii,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara dewan perwakilan rakyat daerah kabupaten bengkulu selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
penyuapan kementerian agama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pemerasan pengadilan negeri jakarta selatan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten banyuasin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah provinsi papua,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian negara bumn,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota surabaya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten magetan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. pos indonesia,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kabupaten bengkalis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tindak pidana lain yang berkaitan dengan tindak pidana korupsi komisi pemberantasan korupsi (kpk),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pemerintah kota kendari,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara pt. perusahaan listrik negara,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kepolisian resor madiun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara kementerian kesehatan,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
