No.;Tanggal;created_date;kota_kab_pelapor;propinsi_pelapor;klasifikasi_pelapor;jabatan_terlapor;kota_kab_terlapor;propinsi_terlapor;id_substansi;id_dugaan_maladministrasi;ringkasan_laporan;id_kantor;kode_kabupaten;kode_prov
70;03/01/14 00.00;14/05/14 14.04;;SUMATERA SELATAN;Perorangan/Korban Langsung;;KOTA PALEMBANG;SUMATERA SELATAN;Listrik;Permintaan Imbalan Uang, Barang dan Jasa;1. Keberatan atas tagihan bulan Desember  2013  sebesar Rp. 4.000.000,-, untuk listrik 1300 kwh. 2. petugas PLN tidak pernah menindaklanjuti keluhan dan keberatan pelapor, malah menyuruh membayar tagihan.;Kantor Perwakilan Sumatera Selatan;1671;1671
71;03/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;TIDAK DILENGKAPI;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Informasi Publik;Penundaan Berlarut;"DAFTAR NILAI FORMASI &quot;PENGADMINISTRASIAN PERIZINAN&quot; TIDAK DILAMPIRKAN DAFTAR NILAI PADA LAMAN Http://bkd.babelprov.go.id";Kantor Perwakilan Kepulauan Bangka Belitung;;1971
72;04/01/14 00.00;14/05/14 14.04;FLORES TIMUR;NUSA TENGGARA TIMUR;Kelompok Masyarakat;Kepala Kepolisian Resor Flores Timur ;FLORES TIMUR;NUSA TENGGARA TIMUR;Kepolisian;Tidak Memberikan Pelayanan;Laporan atas dugaan tindakan penyidik Polres Flores Timur dalam penanganan kasus Koperasi Mitra Tiara, dimana tidak memberikan informasi perkembangan penyidikan kepada masyarakat selaku korban tindak pidana;Kantor Perwakilan Nusa Tenggara Timur;5309;5371
73;04/01/14 00.00;14/05/14 14.04;LOMBOK UTARA;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;Kepala Kantor Pertanahan Kabupaten Lombok Timur;LOMBOK TIMUR;NUSA TENGGARA BARAT;Pertanahan;Penundaan Berlarut;1.Bahwa pada tanggal 10 September 2012 pelapor mengurus permohonan sertipikat /Pendaftaran Tanah Pertama Kali pada Kantor Pertanahan Kabupaten Lombok Timur dan diterima oleh petugas loket yang bernama Mudah2.Bahwa pelapor telah memenuhi semua persyarat?;Kantor Perwakilan Nusa Tenggara Barat;5203;5271
74;04/01/14 00.00;21/05/14 16.39;KOTA SEMARANG;JAWA TENGAH;Perorangan/Korban Langsung;Lurah Sekayu, Kec. Semarang Tengah;KOTA SEMARANG;JAWA TENGAH;Pemukiman/Perumahan;Tidak Kompeten;Dugaan tidak kompeten lurah Sekayu dengan tidak memberikan tanda tangan terkait surat pernyataan penguasaan fisik bagian tanah di JL. Piere Tendean No. 23 A Semarang;Kantor Perwakilan Jawa Tengah;3374;3374
75;05/01/14 00.00;14/05/14 14.04;;ACEH;Perorangan/Korban Langsung;Kepala Kemenat Aceh Tamiang;;ACEH;;Penyimpangan Prosedur;Dugaan Penyimpangan prosedur.;Kantor Perwakilan Aceh;;1171
76;06/01/14 00.00;14/05/14 14.04;;SULAWESI TENGGARA;Perorangan/Korban Langsung;MTS Raha;;SULAWESI TENGGARA;;Permintaan Imbalan Uang, Barang dan Jasa;pelapor keberatan dengan pemotongan dana BSM terhadap putrinya sebesar Rp. 50.000 pada MTS Neg. Raha;Kantor Perwakilan Sulawesi Tenggara;;7471
77;06/01/14 00.00;14/05/14 14.04;;DKI JAKARTA;Lembaga Swadaya Masyarakat;Kementerian Dalam Negeri;;DKI JAKARTA;;Penundaan Berlarut;Dugaan penundaan berlarut terkait belum terbitnya surat keputusan pengesahan pengangkatan dan belum dilaksanakannya pelantikan terhadap Bupati dan Wakil Bupati terpilih dalam Pemilukada Kabupaten Sumba Barat Daya Tahun 2013;Ombudsman Republik Indonesia (Jakarta);;3173
78;06/01/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Walikota Jakarta Selatan;;DKI JAKARTA;;Penundaan Berlarut;Dugaan penundaan berlarut terkait pembayaran ganti rugi tanah untuk pembangunan Jalan Prada V  dan saluran air oleh jajaran Pemerintah Kotamadya Jakarta Selatan;Ombudsman Republik Indonesia (Jakarta);;3173
79;06/01/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Walikota Jakarta Barat, Dinas Pertamanan Pemakaman DKI Jakarta;JAKARTA BARAT;DKI JAKARTA;Perijinan (PTSP);Tidak Kompeten;Dugaan adanya ketidakkompetenan terkait pengambilalihan taman di Perumahan Taman Surya untuk pembangunan kolam renang dan ruko oleh PT. Satuwika Indah Permai;Ombudsman Republik Indonesia (Jakarta);3174;3173
80;06/01/14 00.00;14/05/14 14.04;;JAWA BARAT;Kuasa Hukum;Polsek Pacet;;JAWA BARAT;;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang terkait laporan polisi nomor LP/B/540/XI/2013/Polsek tanggal 3 November 2013 dimana pelapor dituduh melakukan pengeroyokan dan pembunuhan terhadap Sdr. Jamaludin;Ombudsman Republik Indonesia (Jakarta);;3273
81;06/01/14 00.00;14/05/14 14.04;;KALIMANTAN BARAT;Perorangan/Korban Langsung;Pengadilan Negeri Lahat, Pengadilan Tinggi Palembang;;SUMATERA SELATAN;;Tidak Kompeten;Dugaan adanya ketidakkompetenan terkait putusan PN Lahat dan PT Palembang mengenai perkara sengketa tanah antara Sdri Siti Sepeterna dengan Sdri. Nurmala;Ombudsman Republik Indonesia (Jakarta);;1671
82;06/01/14 00.00;14/05/14 14.04;CIREBON;JAWA BARAT;Perorangan/Korban Langsung;Lurah Karang Anyar Barat;KARANGANYAR;JAWA TENGAH;Pertanahan;Tidak Memberikan Pelayanan;Dugaan tidak adanya penanganan terkait laporan penjualan tanah waris secara sepihak;Ombudsman Republik Indonesia (Jakarta);3313;3374
83;06/01/14 00.00;14/05/14 14.04;;#N/A;Kuasa Hukum;Polres Pamekasan, Polres Bandara Soekarno Hatta;PAMEKASAN;JAWA TIMUR;Kepolisian;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang oleh penyidik Polres Pamekasan dan Polres Bandara Soekarno - Hatta yang melakukan penahanan terhadap Sdr. Melvern Hidayat tanpa adanya bukti permulaan yang cukup maupun proses penyelidikan;Ombudsman Republik Indonesia (Jakarta);3528;7835
84;06/01/14 00.00;14/05/14 14.04;;#N/A;Kelompok Masyarakat;kepala kelurahan Dukuh Pakis Surabaya;KOTA SURABAYA;JAWA TIMUR;Pemukiman/Perumahan;Penyalahgunaan Wewenang;Lurah Dukuh Pakis Surabaya diduga melakukan penyalahgunaan wewenang terkait pelayanan masyarakat a.n Warga Dukuh Pakis Surabaya;Kantor Perwakilan Jawa Timur;3578;7835
85;06/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kepala UPJ PLN Krian;SIDOARJO;JAWA TIMUR;Listrik;Tidak Memberikan Pelayanan;UPJ PLN Krian Sidoarjo diduga tidak memberikan pelayanan terkait keberatan warga atas berdirinya Gardu Tiang Trafo (GTT) di Ds. Wringin anom Kec. Wringin anom Gresik;Kantor Perwakilan Jawa Timur;3515;7835
86;06/01/14 00.00;14/05/14 14.04;;SULAWESI SELATAN;Lembaga Swadaya Masyarakat;Penyidik Polsek Panca Rijang;;SULAWESI SELATAN;;Penundaan Berlarut;1. Pengaduan masyarakat, a.n Hafsa Bin La Tapa atas Pengrusakan rumah pada tanggal 10 Februari 2013 di dusun Bina Baru Desa Bina Baru Kecamatan Kulo Kab. Sidrap, 2. Pengrusakan dilaporkan ke Polsek Panca Rijang, 3. Polisi datang ke TKP melakukan Police li? ?Item?A? ?~?W?W?W?~#? ? ?W?;Kantor Perwakilan Sulawesi Selatan;;7371
87;06/01/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala Dinas;;SULAWESI UTARA;;Penundaan Berlarut;Ijazah SD dari anak pelapor sejak tahun 2012 belum diberikan oleh pihak sekolah. Pelapor telah melaporkan hal tersebut pada Dinas Pendidikan Kabupaten Minahasa Utara dan Dinas Pendidikan Provinsi Sulawesi Utara, namun tanggapannya hanya bersabar;Kantor Perwakilan Sulawesi Utara;;7171
88;06/01/14 00.00;14/05/14 14.04;KOTA MANADO;SULAWESI UTARA;Media;Direktur;KOTA MANADO;SULAWESI UTARA;Energi (Sumber Daya Alam);Penundaan Berlarut;Air di Malalayang I sudah 3 hari tidak mengalir;Kantor Perwakilan Sulawesi Utara;7171;7171
89;06/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kepala Dinas;KOTA TOMOHON;SULAWESI UTARA;Ketenagakerjaan;Berpihak;Pelapor keberatan karena setelah 8 (delapan) tahun bekerja di Perusahaan PT. Sinar Terang Mandiri, jumlah pesangon yang didapatkan hanya sebesar 15%, tidak sesuai dengan Peraturan Perundang-Undangan yang berlaku;Kantor Perwakilan Sulawesi Utara;7173;7171
90;06/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Menteri Pertahanan;JAKARTA PUSAT;DKI JAKARTA;Kepegawaian;Tidak Patut;Dugaan tidak patut penetapan hasil tes CPNS di lingkungan Kemenhan RI Tahun 2014, dimana berdasarkan total nilai Tes kemampuan Dasar, Pelapor dinyatakan lulus seleksi, namun pada pengumuman di Kemenhan Pelapor tidak lulus CPNS.;Kantor Perwakilan Kalimantan Barat;3173;3173
91;06/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kepala Kantah Kab. Pontianak;PONTIANAK;KALIMANTAN BARAT;Pertanahan;Penundaan Berlarut;Dugaan penundaan berlarut permohonan sertipikasi HM No Agenda 320.1-265-M41.2008 tanggal 1 Juli 2008;Kantor Perwakilan Kalimantan Barat;6171;6171
92;06/01/14 00.00;14/05/14 14.04;MELAWI;KALIMANTAN BARAT;Perorangan/Korban Langsung;Ka. Kantah Kab. Melawi;MELAWI;KALIMANTAN BARAT;Pertanahan;Penyalahgunaan Wewenang;Belum adanya tindak lanjut permohonan pengembalian batas tanah dan dugaan tindakan penyelahgunaan wewenang oleh petugas pertanahan;Kantor Perwakilan Kalimantan Barat;6110;6171
93;06/01/14 00.00;14/05/14 14.04;;MALUKU;Perorangan/Korban Langsung;Direktur Politeknik;;MALUKU;;Penundaan Berlarut;gaji bulan januari 2014 tidak dibayarkan sementara teman - teman dosen yang lain gajinya sudah dibayarkan dari tanggal 1 januari;Kantor Perwakilan Maluku;;8171
94;06/01/14 00.00;14/05/14 14.04;;JAWA TENGAH;Perorangan/Korban Langsung;Kepala;;JAWA TENGAH;;Tidak Memberikan Pelayanan;Kepala BKD Kota Surakarta tidak memberikan penjelasan yang pasti terkait status kepegawaian pelapor;Kantor Perwakilan DI Yogyakarta;;3374
95;06/01/14 00.00;14/05/14 14.04;KOTA PALEMBANG;SUMATERA SELATAN;Inisiatif Investigasi;UPT dan Adpel Pelabuhan Tanjung Api-api, Palembang;KOTA PALEMBANG;SUMATERA SELATAN;Cukai dan Pajak;Permintaan Imbalan Uang, Barang dan Jasa;Pungli yang dilakukan oleh petugas UPT dan Adpel di Pelabuhan Penyeberangan Tanjung Api-api.;Kantor Perwakilan Sumatera Selatan;1671;1671
96;06/01/14 00.00;14/05/14 14.04;KOTA BATAM;KEPULAUAN RIAU;Perorangan/Korban Langsung;;KOTA BATAM;KEPULAUAN RIAU;Perbankan;Tidak Patut;Penanganan Penyelesaian kredit oleh BTN Cabang Batam secara tidak patut terhadap Pelapor yang terpaksa menggunakan pembiayaan akibat tertipu bisnis dengan pegawai BTN yang berhasil mengkases kerahasiaan data rekeningnya. ;Kantor Perwakilan Kepulauan Riau;;2171
97;06/01/14 00.00;14/05/14 14.04;;KEPULAUAN RIAU;Perorangan/Korban Langsung;walikota Batam;;KEPULAUAN RIAU;;Tidak Memberikan Pelayanan;Pelaksanaan Pelayanan PATEN;Kantor Perwakilan Kepulauan Riau;;2171
98;06/01/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Kepala Desa Sindang Sono;KABUPATEN TANGERANG;BANTEN;Pertanahan;Penundaan Berlarut;Dugaan penundaan berlarut dalam proses penandatanganan akta jual beli di Desa Sindang Sono;Kantor Perwakilan Banten;3603;3604
99;06/01/14 00.00;14/05/14 14.04;;MALUKU UTARA;Perorangan/Korban Langsung;Pengadilan Agama Kota Ternate;;MALUKU UTARA;;Penundaan Berlarut;Dugaan penundaan berlarut yang dilakukan oleh Pengadilan Agama Kota Ternate tidak ditanggapinya surat permohonan pelapor yang disampaiakn tanggal 28 November 2013 dan tanggal 13 Desember 2013 oleh Ketua Pengadilan Agama Kota Ternate perihal Permohonan sal?;Kantor Perwakilan Maluku Utara;;8271
100;06/01/14 00.00;14/05/14 14.04;KOTA TERNATE;MALUKU UTARA;Media;Direktur PDAM Ternate;KOTA TERNATE;MALUKU UTARA;;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh PDAM Kota Ternate kepada masyarakat Kota Ternate atas sering macetnya air PAM di sebagian kelurahan di Kota Ternate.;Kantor Perwakilan Maluku Utara;8271;8271
101;06/01/14 00.00;14/05/14 14.04;;RIAU;Perorangan/Korban Langsung;Kepala UPTD Dukcapil Marpoyan Damai;KOTA PEKANBARU;RIAU;Administrasi Kependudukan;Tidak Memberikan Pelayanan;Bahwa Pelapor mengeluhkan UPD Disdukcapil Marpoyan Damai, Pelapor setahun lalu bersama-sama dengan keluarganya merekam e KTP, punya anggota keluarganya sudah siap tapi e-KTP Pelapor belum selesai. Pelapor meminta e-ktp, kalau belum selesai, pelapor memint;Kantor Perwakilan Riau;1471;1471
102;06/01/14 00.00;14/05/14 14.04;KOTA DENPASAR;BALI;Media;;KOTA DENPASAR;BALI;Kesehatan;Tidak Kompeten;dugaan tidak kompeten dalam hal pelayanan kepada pasien JKN. dikarenakan pihak rumah sakit kesulitan mendapatkan obat-obatan. kalaupun ada, harga obat-obatan tersebut lebih mahal dibandingkan dari daftar formularium yang ditetapkan.;Kantor Perwakilan Bali;5171;5171
103;06/01/14 00.00;21/05/14 16.39;;#N/A;Perorangan/Korban Langsung;Kapolres Jepara;;JAWA TENGAH;;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam penanganan kasus percobaan pembunuhan ;Kantor Perwakilan Jawa Tengah;;3374
104;06/01/14 00.00;21/05/14 16.39;;#N/A;Perorangan/Korban Langsung;Sekretaris Desa Sendangwaru, Kragan, Kabupaten Rembang, Inspektorat Kab. Rembang;REMBANG;JAWA TENGAH;Kepegawaian;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam proses pemeriksaan  Pelapor;Kantor Perwakilan Jawa Tengah;3317;3374
105;07/01/14 00.00;14/05/14 14.04;KOTA KENDARI;SULAWESI TENGGARA;Inisiatif Investigasi;Lurah;KOTA KENDARI;SULAWESI TENGGARA;Perdagangan dan Industri;Permintaan Imbalan Uang, Barang dan Jasa;dugaan adanya permintaan uang barang dan jasa dalam pembagian tabung Gas Elpiji 3kg di kota Kendari;Kantor Perwakilan Sulawesi Tenggara;7471;7471
106;07/01/14 00.00;14/05/14 14.04;;SUMATERA UTARA;Badan Hukum;Dinas Perindustrian dan Perdagangan Pemerintah Provinsi Sumatera Utara;;SUMATERA UTARA;;Penyalahgunaan Wewenang;Dugaan tindakan sewenang-wenang oleh Disperindag Sumatera Utara dalam penerbitan COO (Certificate of Origin) PT. Toba Surimi Industries;Ombudsman Republik Indonesia (Jakarta);;1275
107;07/01/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Dinas Tenaga Kerja Kota Bekasi;;JAWA BARAT;;Tidak Kompeten;Dugaan adanya ketidakkompetenan dalam penanganan kasus pemutusan hubungan kerja (PHK) Sdr. Reno Afrianso oleh PT. Fajar Mas Murni;Ombudsman Republik Indonesia (Jakarta);;3273
108;07/01/14 00.00;14/05/14 14.04;;JAWA BARAT;Perorangan/Korban Langsung;PT. Badak NGL;;DKI JAKARTA;;Penyalahgunaan Wewenang;  Dugaan penyalahgunaan wewenang terkait belum dibenarkannya Penghasilan Dasar Pensiun (PHDP) Sdr. Edeng Tanuwijaya oleh PT. Badak NGL  ;Ombudsman Republik Indonesia (Jakarta);;3173
109;07/01/14 00.00;14/05/14 14.04;KOTA MATARAM;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;Kepala Jasaraharja;KOTA MATARAM;NUSA TENGGARA BARAT;Asuransi/Jaminan Sosial;Tidak Memberikan Pelayanan;Bahwa Pelapor adalah salah satu penumpang tenggelamnya KMP Munawar di selat alas, bahwa akibat tenggelamnya KMP Munawar tersebut Pelapor merasa dirugikan karena barang-barabg pribadi beru uang, KTP, dan surat berharga lainnya hilang, dan tidak mendapatkan;Kantor Perwakilan Nusa Tenggara Barat;5271;5271
110;07/01/14 00.00;14/05/14 14.04;KOTA BANJARMASIN;KALIMANTAN SELATAN;Media;Manager PT Telkom Area Batulicin;;KALIMANTAN SELATAN;;Penundaan Berlarut;Pelayanan yang diberikan oleh PT Telkom Batulicin Kabupaten Tanah Bumbu yang dikeluhkan oleh Pengusaha Warnet khususnya jaringan internet yang lelet, disamping itu, PT Telkom tidak menindaklanjuti keluhan yang disampaikan oleh masyarakat tersebut.;Kantor Perwakilan Kalimantan Selatan;;6371
111;07/01/14 00.00;14/05/14 14.04;KOTA BANJARMASIN;KALIMANTAN SELATAN;Media;"""Kepala Dinas Kesehatan Kabupaten Hulu Sungai Tengah ";;KALIMANTAN SELATAN;;Tidak Memberikan Pelayanan; Keluhan Masyarakat Atas Tidak Adanya Bidan Desa di Desa Mataas Kecamatan Labuan Amas Tengah Kabupaten Hulu Sungai Tengah;Kantor Perwakilan Kalimantan Selatan;;6371
112;07/01/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;;SULAWESI UTARA;;Penyimpangan Prosedur;Tanggal 2 September 2013 pelapor telah melaporkan penggelapan dana pesangon ke Polresta Bitung, tapi belum ada tindak lanjut dari Polresta Bitung;Kantor Perwakilan Sulawesi Utara;;7171
113;07/01/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Perorangan/Korban Langsung;Direktur;;SULAWESI UTARA;;Penyimpangan Prosedur;  Pelapor merupakan terpidana kasus pemilikan dan penggunaan Narkoba. Pelapor merupakan karyawan PT. BNI 46, dan tidak berikan haknya atas bantuan hukum dan dana bantuan hukum sebesar Rp.350.000.000 dari pihak PT. BNI 46 dalam penyelesaian permasalahan ?;Kantor Perwakilan Sulawesi Utara;;7171
114;07/01/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Perorangan/Korban Langsung;Bupati;;SULAWESI UTARA;;Penyimpangan Prosedur;Tunjangan Daerah Khusus (TDK) tahun 2013 dari guru-guru Pulau terluar Kabupaten Sangihe belum diberikan hingga tahun 2014, yang seharusnya merupakan hak dari guru-guru tersebut;Kantor Perwakilan Sulawesi Utara;;7171
115;07/01/14 00.00;14/05/14 14.04;JAKARTA SELATAN;DKI JAKARTA;Kuasa Hukum;Kepala Badan Pengelolaan Keuangan dan Aset Provinsi Sulawesi Utara;KOTA MANADO;SULAWESI UTARA;Pertanahan;Penyimpangan Prosedur;Pelapor meminta informassi apakah SHM No. 44 Desa Ranotana Tahun 1966 atas nama Paulus Taroreh sudah masuk Daftar Barang Inventaris Pemda Sulut atau belum;Kantor Perwakilan Sulawesi Utara;7171;7171
116;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Ketua;KOTA MANADO;SULAWESI UTARA;Informasi Publik;Penyimpangan Prosedur;Pelapor telah 3 (tiga) kali menyurat pada KPU meminta data dana awal kampanye, data calon anggota DPD dan calon anggota DPRD Provinsi, permintaan penjelasan pelantikan Anggota KPU Kabupaten Kepulauan Talaud Periode 2014-2019;Kantor Perwakilan Sulawesi Utara;7171;7171
117;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kadis Pendidkan Prov. Kalbar;KOTA PONTIANAK;KALIMANTAN BARAT;Kepegawaian;Penyimpangan Prosedur;Pemberhentian PNS a.n Pelapor di bawah naungan Dinas Pendidikan Provinsi Kalbar yang diduga tidak prosedural;Kantor Perwakilan Kalimantan Barat;6171;6171
118;07/01/14 00.00;14/05/14 14.04;PONTIANAK;KALIMANTAN BARAT;Media;GM Angkasa Pura II, Bandara Supadio;KOTA PONTIANAK;KALIMANTAN BARAT;Perhubungan/Infrastruktur;Penyimpangan Prosedur;Permasalahan keamanan  di Bandara Supadio terkait tindak pencurian  barang bawaan penumpang di bagasi Lion Air;Kantor Perwakilan Kalimantan Barat;6171;6171
119;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Menteri Kehutanan;JAKARTA SELATAN;DKI JAKARTA;Perkebunan/Kehutanan;Penundaan Berlarut;Dugaan penundaan berlarut pencabutan SK Izin Operasional HTI PT. Lahan Sukses oleh Menteri Kehutanan;Kantor Perwakilan Kalimantan Barat;3171;3173
120;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Menteri Kehutanan;JAKARTA SELATAN;DKI JAKARTA;Perkebunan/Kehutanan;Penundaan Berlarut;Dugaan penundaan berlarut tindak lanjut permohonan pencadangan lahan Hutan Tanaman Rakyat (HTR) pada Kabupaten Sanggau;Kantor Perwakilan Kalimantan Barat;3171;3173
121;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Ketua Komisi Yudisial;JAKARTA PUSAT;DKI JAKARTA;Komisi/Lembaga Negara;Tidak Kompeten;Permintaan penjelasan lebih detail atas laporan Pelapor ke Komisi Yudisial dalam ;Kantor Perwakilan Kalimantan Barat;3173;3173
122;07/01/14 00.00;14/05/14 14.04;PONTIANAK;KALIMANTAN BARAT;Media;Kepala Dinas Pendidikan Kabupaten Ketapang;KETAPANG;KALIMANTAN BARAT;Pendidikan;Penundaan Berlarut;Dugaan penundaan berlarut penyelesaian pembayaran/penyelesaian ganti rugi lahan SD 17 dan 08 Negeri Baru, Benua Kayong Ketapang menyebabkan aktivitas belajar mengajar terganggu;Kantor Perwakilan Kalimantan Barat;6106;6171
123;07/01/14 00.00;14/05/14 14.04;PONTIANAK;KALIMANTAN BARAT;Media;Kepala Dinas Pendidikan, Pemuda dan Olahraga Kabupaten Pontianak;PONTIANAK;KALIMANTAN BARAT;Pendidikan;Tidak Memberikan Pelayanan;Permasalahan di SDN 15 Desa Suak Barangan, Kecamatan Sadaniang, Kabupaten Pontianak (minimnya fasilitas dan jarang masuknya guru di sekolah);Kantor Perwakilan Kalimantan Barat;6171;6171
124;07/01/14 00.00;14/05/14 14.04;KOTA PONTIANAK;KALIMANTAN BARAT;Perorangan/Korban Langsung;Ka. Kantah Kubu Raya;KUBU RAYA;KALIMANTAN BARAT;Pertanahan;Tidak Kompeten;Dugaan tidak kompeten Kantor Pertanahan Kubu Raya dengan menolak permohonan sertipikasi tanah Pelapor karena telah ada HM lain, namun dengan objek yang berbeda;Kantor Perwakilan Kalimantan Barat;6112;6171
125;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Bupati Aceh Singkil;ACEH SINGKIL;ACEH;Pertanahan;Penyalahgunaan Wewenang;Dugaan maladministrasi yang diduga dilakukan oleh Sdr. H. Safriadi yaitu Bupati Aceh Singkil dalam penetapan harga ganti rugi tanah untuk melaksanakan pembangunan Jalan Dua Jalur Rimo, Kec. Gunung Meriah, Kab. Aceh Singkil.;Kantor Perwakilan Aceh;;1171
126;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Samsat Nagan Raya;NAGAN RAYA;ACEH;Kepolisian;Permintaan Imbalan Uang, Barang dan Jasa;Dugan maladministrasi Permintaan Uang, barang dan Jasa yang diduga dilakukan oleh Samsat Nagan Raya dalam Penyelenggaraan Pelayanan Publik Pembayaran Pajak Kendaraan Bermotor.;Kantor Perwakilan Aceh;1115;1171
127;07/01/14 00.00;14/05/14 14.04;;MALUKU;Perorangan/Korban Langsung;Kompol Polisi Tommy Napitupulu;;MALUKU;;Penyalahgunaan Wewenang;Pelapor merasa keberatan dengan tindakan yang dilakukan oleh atasannya kombes polisi Tommy Napitupulu yang dengan sewenang - sewenang menyuruh pelapor untuk melunasi kredit macet mobil yang diambil dari lembaga keuangan BFI;Kantor Perwakilan Maluku;;8171
128;07/01/14 00.00;14/05/14 14.04;;MALUKU;Perorangan/Korban Langsung;;;MALUKU;;Penyalahgunaan Wewenang;pelapor dipukul oknum polisi saat mengantar korban ke kediaman Kapolda Maluku;Kantor Perwakilan Maluku;;8171
129;07/01/14 00.00;14/05/14 14.04;;MALUKU;Perorangan/Korban Langsung;Bagian Reserse Polres;;MALUKU;;Penundaan Berlarut;Pelapor merasa bahwa pihak Reserse Polres melakukan Penundaan Berlarut - larut terhadap kasus yang dilaporkan;Kantor Perwakilan Maluku;;8171
130;07/01/14 00.00;14/05/14 14.04;;MALUKU;Perorangan/Korban Langsung;BPN Kabupaten Buru;;MALUKU;;Penyimpangan Prosedur;BPN Kabupaten Buru Telah menerbitkan sertifikat H M 19 pada tahun 2012 dan pembangunan dilaksanakaan tanpa persetujuan Ahli waris Alm Beni Tasiojawa;Kantor Perwakilan Maluku;;8171
131;07/01/14 00.00;14/05/14 14.04;;SUMATERA UTARA;Perorangan/Korban Langsung;;KOTA MEDAN;SUMATERA UTARA;;Penundaan Berlarut;;Kantor Perwakilan Sumatera Utara;1275;1275
132;07/01/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;BKPP Nagan Raya;NAGAN RAYA;ACEH;Kepegawaian;Permintaan Imbalan Uang, Barang dan Jasa;"Dugaan Maladministrasi dalam penyelenggaraan rekruitment CPNS formasi umum di Jajaran Pemerintah Aceh dan Kabupaten/Kota di Aceh yang diselenggarakan oleh Kementrian PAN &amp; RB RI dan BKPP Nagan Raya sebagai Panitia Seleksi Daerah (Tim Panselda)";Kantor Perwakilan Aceh;1115;1171
